,ano,nome_regiao,nome_uf,label_cor,label_sexo,ivs_renda_e_trabalho,idhm,prosp_soc,t_analf_15m,t_desocup18m,t_p18m_fundin_informal,espvida,renda_per_capita,mchefe_fmenor,vulner_dia,pea15a17,t_scarteira_18m,t_setorpublico_18m,t_contapropria_18m,t_empregador_18m,t_formal_18m
429,2022,NORDESTE,Sergipe,Negro,Mulher,,0.786,,6.07,17.7,22.62,76.43,720.38,40851.0,30387.0,4844.0,24.06,17.13,27.62,3.07,59.83
430,2018,NORTE,Amapá,Negro,Mulher,,0.76,,6.43,22.91,23.84,74.54,553.93,24306.0,16305.0,2412.0,29.38,31.42,18.92,3.2,56.15
431,2019,NORTE,Amapá,Negro,Mulher,,0.756,,4.42,21.68,22.15,74.43,545.81,20432.0,22064.0,1585.0,22.94,26.83,24.62,0.7,52.71
432,2020,NORTE,Amapá,Negro,Mulher,,0.736,,3.39,21.65,20.78,73.52,500.58,18980.0,16188.0,2442.0,23.78,32.52,22.03,1.43,57.85
433,2021,NORTE,Amapá,Negro,Mulher,,0.694,,6.65,17.31,23.18,73.87,459.73,31906.0,18945.0,220.0,17.76,23.32,35.45,2.44,47.51
434,2022,NORTE,Amapá,Negro,Mulher,,0.776,,4.01,16.48,17.07,75.84,560.09,31669.0,17379.0,416.0,22.53,28.14,28.72,1.27,47.68
435,2018,NORTE,Amazonas,Negro,Mulher,,0.755,,2.37,20.31,22.87,74.69,524.98,95977.0,80529.0,8761.0,22.14,16.24,25.9,1.97,53.21
436,2019,NORTE,Amazonas,Negro,Mulher,,0.769,,3.08,22.88,20.36,75.05,564.18,124162.0,83993.0,7680.0,21.64,15.74,22.74,3.01,53.09
437,2020,NORTE,Amazonas,Negro,Mulher,,0.754,,2.5,23.16,18.42,73.8,502.81,125747.0,65805.0,9450.0,23.55,16.69,22.94,2.24,51.43
438,2021,NORTE,Amazonas,Negro,Mulher,,0.743,,2.15,20.77,18.57,74.29,451.6,129772.0,92519.0,6177.0,22.44,16.99,27.74,1.49,49.47
439,2022,NORTE,Amazonas,Negro,Mulher,,0.779,,2.45,15.54,18.35,75.58,578.39,153761.0,72000.0,6006.0,24.61,14.11,30.84,1.75,46.55
440,2018,NORTE,Pará,Negro,Mulher,0.332,0.781,Alto,3.55,15.99,24.68,75.7,708.63,95729.0,83501.0,6676.0,27.6,13.9,31.58,2.35,43.4
441,2019,NORTE,Pará,Negro,Mulher,0.364,0.775,Alto,3.29,18.96,23.5,75.91,667.92,91813.0,64186.0,4418.0,30.25,17.49,30.09,2.43,42.2
442,2020,NORTE,Pará,Negro,Mulher,0.341,0.768,Muito Alto,3.47,16.01,23.08,74.72,614.76,90630.0,55714.0,3709.0,25.76,18.52,31.52,2.2,43.92
443,2021,NORTE,Pará,Negro,Mulher,0.399,0.758,Alto,2.02,22.79,20.49,74.26,554.36,94274.0,77445.0,5386.0,28.01,18.32,29.91,1.21,46.91
444,2022,NORTE,Pará,Negro,Mulher,0.32,0.797,Muito Alto,3.1,16.34,20.87,76.28,739.36,83166.0,56910.0,7214.0,30.26,15.97,28.77,2.42,44.64
445,2018,SUDESTE,Espírito Santo,Negro,Mulher,,0.782,,4.76,14.33,23.01,76.58,759.22,72716.0,27664.0,7935.0,24.95,11.66,22.61,2.24,61.97
446,2019,SUDESTE,Espírito Santo,Negro,Mulher,,0.782,,3.85,12.94,25.24,76.39,773.09,81294.0,33170.0,7267.0,24.86,13.1,22.84,2.06,62.22
447,2020,SUDESTE,Espírito Santo,Negro,Mulher,,0.778,,2.94,18.34,23.69,74.96,690.98,82851.0,23524.0,5856.0,20.83,14.43,21.46,2.18,68.57
448,2021,SUDESTE,Espírito Santo,Negro,Mulher,,0.766,,3.25,20.07,22.6,74.45,627.66,104894.0,30207.0,6644.0,19.14,9.58,24.63,1.82,68.03
449,2022,SUDESTE,Espírito Santo,Negro,Mulher,,0.779,,3.72,11.05,21.59,76.13,803.15,111038.0,25361.0,10061.0,25.08,10.59,19.33,2.41,64.28
450,2018,SUDESTE,Minas Gerais,Negro,Mulher,0.289,0.795,Muito Alto,4.14,14.39,23.53,76.66,791.17,189627.0,79549.0,29069.0,21.41,11.83,18.79,2.06,65.41
451,2019,SUDESTE,Minas Gerais,Negro,Mulher,0.274,0.795,Muito Alto,4.06,13.46,26.71,76.67,787.18,201586.0,61235.0,33310.0,22.87,14.57,20.26,2.05,62.74
452,2020,SUDESTE,Minas Gerais,Negro,Mulher,0.315,0.781,Muito Alto,3.16,19.82,24.77,74.65,708.27,216810.0,52289.0,19937.0,22.97,16.26,16.64,1.68,65.28
453,2021,SUDESTE,Minas Gerais,Negro,Mulher,0.348,0.778,Muito Alto,3.39,17.87,21.5,74.99,743.54,234079.0,75897.0,20994.0,18.9,15.42,18.95,1.76,69.11
454,2022,SUDESTE,Minas Gerais,Negro,Mulher,0.233,0.802,Muito Alto,4.19,10.46,22.09,77.03,850.13,241947.0,56132.0,20608.0,22.18,15.79,17.74,2.46,66.14
455,2018,SUDESTE,Rio de Janeiro,Negro,Mulher,0.327,0.785,Alto,2.18,20.43,24.86,76.18,772.1,323638.0,106119.0,10896.0,21.97,10.26,21.0,1.67,61.29
456,2019,SUDESTE,Rio de Janeiro,Negro,Mulher,0.349,0.784,Alto,2.55,21.11,25.87,76.22,797.61,348841.0,124392.0,20290.0,24.15,11.07,24.01,1.72,58.08
457,2020,SUDESTE,Rio de Janeiro,Negro,Mulher,0.344,0.771,Alto,1.64,27.62,23.16,74.54,687.32,410314.0,104710.0,13615.0,22.54,12.05,23.29,2.02,59.52
458,2021,SUDESTE,Rio de Janeiro,Negro,Mulher,0.347,0.756,Alto,1.92,24.2,23.12,74.24,632.52,381443.0,141853.0,6961.0,24.19,14.05,25.82,1.86,56.26
459,2022,SUDESTE,Rio de Janeiro,Negro,Mulher,0.309,0.804,Muito Alto,2.2,16.83,19.85,76.68,795.98,434547.0,108934.0,13873.0,25.33,11.79,22.48,2.5,57.67
460,2018,SUDESTE,São Paulo,Negro,Mulher,0.339,0.8,Alto,3.63,19.09,24.93,76.05,809.27,530448.0,152749.0,75995.0,24.79,9.89,15.24,1.61,61.85
461,2019,SUDESTE,São Paulo,Negro,Mulher,0.317,0.804,Alto,3.33,18.15,22.9,76.1,784.74,648616.0,177375.0,54466.0,22.23,9.68,17.61,0.96,63.56
462,2020,SUDESTE,São Paulo,Negro,Mulher,0.317,0.789,Alto,2.94,20.69,21.99,74.41,662.37,669627.0,159294.0,40948.0,18.82,9.34,16.79,1.05,66.49
463,2021,SUDESTE,São Paulo,Negro,Mulher,0.32,0.786,Alto,1.91,19.75,19.0,74.85,647.52,783090.0,228188.0,50521.0,20.35,8.83,18.77,0.49,64.24
464,2022,SUDESTE,São Paulo,Negro,Mulher,0.259,0.812,Muito Alto,3.61,14.1,19.77,76.52,811.69,723752.0,133564.0,72295.0,21.69,7.04,19.45,1.13,64.49
465,2018,SUL,Paraná,Negro,Mulher,0.273,0.781,Muito Alto,6.31,12.88,28.9,75.42,750.28,59879.0,15518.0,6127.0,19.79,9.39,14.9,2.42,70.7
466,2019,SUL,Paraná,Negro,Mulher,0.278,0.793,Muito Alto,6.09,13.36,27.95,76.27,808.08,66943.0,14434.0,5571.0,20.07,8.29,19.38,2.71,68.14
467,2020,SUL,Paraná,Negro,Mulher,0.29,0.743,Muito Alto,5.5,15.47,24.85,72.38,705.43,73792.0,9098.0,1397.0,14.7,9.3,14.83,2.95,74.31
468,2021,SUL,Paraná,Negro,Mulher,0.305,0.766,Muito Alto,4.25,16.3,26.98,74.94,749.63,46038.0,15946.0,3021.0,20.69,11.74,21.23,2.3,68.29
469,2022,SUL,Paraná,Negro,Mulher,0.188,0.783,Muito Alto,4.49,7.09,25.21,76.02,771.97,71216.0,13845.0,3542.0,17.15,11.78,19.4,2.48,69.22
470,2018,SUL,Rio Grande do Sul,Negro,Mulher,0.277,0.766,Muito Alto,3.1,11.04,28.77,76.55,752.47,53624.0,21111.0,4521.0,23.33,12.51,15.87,1.7,66.84
471,2019,SUL,Rio Grande do Sul,Negro,Mulher,0.229,0.778,Muito Alto,3.11,10.85,23.03,77.32,858.44,54748.0,13455.0,10073.0,17.83,11.44,15.08,0.69,71.43
472,2020,SUL,Rio Grande do Sul,Negro,Mulher,0.312,0.758,Muito Alto,2.65,21.9,21.86,74.39,738.5,66195.0,9919.0,4122.0,17.72,15.76,12.99,0.0,74.39
473,2021,SUL,Rio Grande do Sul,Negro,Mulher,0.238,0.76,Muito Alto,1.44,11.27,22.88,75.5,769.83,69904.0,14808.0,3953.0,18.23,9.7,17.85,1.25,68.77
474,2022,SUL,Rio Grande do Sul,Negro,Mulher,0.239,0.782,Muito Alto,3.05,10.16,27.37,77.22,790.8,53750.0,16541.0,5931.0,23.18,15.11,19.29,0.0,66.26
475,2018,SUL,Santa Catarina,Negro,Mulher,,,,,,,,,,,,,,,,
476,2019,SUL,Santa Catarina,Negro,Mulher,,,,,,,,,,,,,,,,
477,2020,SUL,Santa Catarina,Negro,Mulher,,,,,,,,,,,,,,,,
478,2021,SUL,Santa Catarina,Negro,Mulher,,0.773,,2.95,10.31,11.56,75.71,817.54,8418.0,5035.0,695.0,10.74,8.94,18.97,1.72,74.28
479,2022,SUL,Santa Catarina,Negro,Mulher,,,,,,,,,,,,,,,,
